"Depth","S","Cl","K","Ca","Fe","Cu","Br","Sr","Facies"
17.16,-1.29363810377407,1.14870893159513,-1.72792365041773,1.71787803748118,-0.22971137309385,-1.52247967620292,0.112347470236003,1.79481836417624,"ZC2A"
17.18,-0.974310812242122,1.0502231013611,-1.45078695599347,1.68752654570496,-0.0451993919389052,-2.0333922621536,-0.0262713820533863,1.79221115731542,"ZC2A"
17.2,-1.32378813562975,1.13871757746908,-1.3891708948926,1.89306031905595,-0.299608441744409,-1.86459459160768,0.0497671997127123,1.79561696763669,"ZC2A"
17.22,-0.865997589256222,0.987373459922665,-1.95032392067686,2.1207011992001,-0.397794140514635,-1.56636501778965,-0.0478988835612811,1.72030489267588,"ZC2A"
17.24,-0.732873251252338,0.984778245821995,-1.66286282748466,2.28771754115537,-0.316134066570956,-2.50443001316287,0.157227148369626,1.78657722312384,"ZC2A"
17.26,-0.554627506198484,0.994490616002093,-1.68798274331047,2.17242793757907,-0.493142422547803,-1.96561447990875,0.0249958480644739,1.50945275031986,"ZC2A"
17.28,-0.564094010308893,1.04001055614984,-1.68966210896553,2.30356308300474,-0.564094010308893,-2.18961806049462,0.0516665066356318,1.61222804428772,"ZC2A"
17.3,-0.315141903001187,0.947957074824843,-2.48989362448535,2.49371299722299,-0.521383643512793,-1.94756933365999,0.239265539827098,1.59305289278438,"ZC2A"
17.32,-0.51175031585615,0.788888600685247,-2.23153628545912,2.35286413904259,-0.467947693197757,-1.38423842507191,0.013890393694982,1.43982958616211,"ZC2A"
17.34,-1.23512415526474,1.00025218803586,-1.68141125789316,1.7877367856775,-0.0719733454590591,-1.45826770657895,0.199960370024583,1.45882712145797,"ZC2A"
17.36,-1.14954249406106,1.20663661541506,-2.05465992533709,1.68433157020419,0.0821329128142121,-1.72615585836505,0.462140088226865,1.49511709110287,"ZC2A"
17.38,-1.46162148236583,1.0860860686612,-1.80646196865756,1.5829009553576,0.238063307916051,-1.66075015747616,0.534589405164285,1.48719387140041,"ZC2A"
